#MOBILE
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	20038
Name     Vagesiinaap baker~
Short	Vagesiinaap the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20001
Room	20039
Name     Fezoche bartender~
Short	Fezoche the bartender~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
#OBJECT
Vnum         20001
Condition	50
Values       2 31 20 -1 -1 -1 32702
Spell 1      'refresh'
Spell 2      'hyperactivity'
End

EndMobile

#MOBILE
Vnum	17002
Room	20047
Name     Liihultoch blacksmith~
Short	Blacksmith Liihultoch~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17006
Room	20048
Name     Rosa fletcher~
Short	Rosa the fletcher~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20050
Name     Jucheving shopkeeper~
Short	Jucheving the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	20102
Name     Sewp tailor~
Short	Tailor Sewp~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20113
Name     Lilventi shopkeeper~
Short	Lilventi the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	20099
Room	20146
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	0
EndMobile

#MOBILE
Vnum	17010
Room	20147
Name     Isadi carpenter~
Short	Isadi, the carpenter~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	3637
EndMobile

#MOBILE
Vnum	17002
Room	20179
Name     Yivuwchechow blacksmith~
Short	Blacksmith Yivuwchechow~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20002
Room	20180
Name     Kamoxad dealer~
Short	Kamoxad the dealer~
Gold 0
Flags 71303171
AttrPerm     100 13 13 100 100 13 13
Part	64
EndMobile

#MOBILE
Vnum	20002
Room	20181
Name     Nedho dealer~
Short	Nedho the dealer~
Gold 0
Flags 71303171
AttrPerm     100 13 13 100 100 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20182
Name     Ethejadi shopkeeper~
Short	Ethejadi the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17010
Room	20184
Name     Ladus carpenter~
Short	Ladus, the carpenter~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	3637
EndMobile

#MOBILE
Vnum	20005
Room	20190
Name     Kazhuithek weaponsmith~
Short	Kazhuithek, the weaponsmith~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	20004
Room	20191
Name     Hos marksman~
Short	Hos the marksman~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20192
Name     Tajadeln shopkeeper~
Short	Tajadeln the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17010
Room	20193
Name     Nagan carpenter~
Short	Nagan, the carpenter~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	3637
EndMobile

#MOBILE
Vnum	17003
Room	20195
Name     Henelo shopkeeper~
Short	Henelo the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	20004
Room	17014
Name     Gichaoda marksman~
Short	Gichaoda the marksman~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17009
Room	17071
Name     Nenko innkeeper~
Short	Nenko the innkeeper~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	0
EndMobile

#MOBILE
Vnum	17004
Room	17079
Name     Neehehas cleric~
Short	Neehehas the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17040
Room	17079
Name     Ehanase cleric's apprentice~
Short	Ehanase, the cleric's apprentice~
Gold 0
Flags 71304195
AttrPerm     23 23 23 23 23 23 23
Part	0
EndMobile

#MOBILE
Vnum	17002
Room	17080
Name     Giwnguke blacksmith~
Short	Blacksmith Giwnguke~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	17081
Name     Xuntaakeche tailor~
Short	Tailor Xuntaakeche~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17011
Room	17081
Name     Ninkotokak tailor's apprentice~
Short	Ninkotokak, the tailor's apprentice~
Gold 0
Flags 71304195
AttrPerm     23 23 23 23 23 23 23
Part	0
EndMobile

#MOBILE
Vnum	17001
Room	17082
Name     Honimb baker~
Short	Honimb the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	17084
Name     Fetaodas shopkeeper~
Short	Fetaodas the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
#OBJECT
Vnum         20029
Condition	50
Values       20 20 10 0 257 0 32702
End

EndMobile

#MOBILE
Vnum	17010
Room	17092
Name     Zhoch carpenter~
Short	Zhoch, the carpenter~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	3637
EndMobile

#MOBILE
Vnum	20005
Room	17094
Name     Botonak weaponsmith~
Short	Botonak, the weaponsmith~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17050
Room	17099
Name     Nonixani rogue's apprentice~
Short	Nonixani, the rogue's apprentice~
Gold 0
Flags 71304195
AttrPerm     23 23 23 23 23 23 23
Part	0
EndMobile

#MOBILE
Vnum	17004
Room	20026
Name     Arnk cleric~
Short	Arnk the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	20038
Name     Awhediron baker~
Short	Awhediron the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20001
Room	20039
Name     Jorhaatasa bartender~
Short	Jorhaatasa the bartender~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
#OBJECT
Vnum         20001
Condition	50
Values       1 31 20 -1 -1 -1 32571
Spell 1      'refresh'
Spell 2      'hyperactivity'
End

EndMobile

#MOBILE
Vnum	17002
Room	20047
Name     Madiniixadu blacksmith~
Short	Blacksmith Madiniixadu~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17006
Room	20048
Name     Hathogaji fletcher~
Short	Hathogaji the fletcher~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20050
Name     Orelnoja shopkeeper~
Short	Orelnoja the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	20102
Name     Yidhagi tailor~
Short	Tailor Yidhagi~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20113
Name     Huho shopkeeper~
Short	Huho the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17002
Room	20179
Name     Berinulg blacksmith~
Short	Blacksmith Berinulg~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20002
Room	20180
Name     Vioje dealer~
Short	Vioje the dealer~
Gold 0
Flags 71303171
AttrPerm     100 13 13 100 100 13 13
Part	64
EndMobile

#MOBILE
Vnum	20002
Room	20181
Name     Noampatoto dealer~
Short	Noampatoto the dealer~
Gold 0
Flags 71303171
AttrPerm     100 13 13 100 100 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20182
Name     Rihen shopkeeper~
Short	Rihen the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	20005
Room	20190
Name     Oxisahe weaponsmith~
Short	Oxisahe, the weaponsmith~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	20004
Room	20191
Name     Xoorasuli marksman~
Short	Xoorasuli the marksman~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20192
Name     Ishir shopkeeper~
Short	Ishir the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20195
Name     Iho shopkeeper~
Short	Iho the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17009
Room	17071
Name     Nonobujok innkeeper~
Short	Nonobujok the innkeeper~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	0
EndMobile

#MOBILE
Vnum	17004
Room	17079
Name     Boja cleric~
Short	Boja the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17002
Room	17080
Name     Kilaeg blacksmith~
Short	Blacksmith Kilaeg~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	17081
Name     Thergunesa tailor~
Short	Tailor Thergunesa~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	17082
Name     Vuv baker~
Short	Vuv the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	17084
Name     Hujina shopkeeper~
Short	Hujina the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
#OBJECT
Vnum         20029
Condition	50
Values       20 20 10 0 255 0 32571
End

EndMobile

#MOBILE
Vnum	17010
Room	17092
Name     Xaxitho carpenter~
Short	Xaxitho, the carpenter~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	3637
EndMobile

#MOBILE
Vnum	20005
Room	17094
Name     Taxech weaponsmith~
Short	Taxech, the weaponsmith~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17008
Room	20136
Gold 0
Flags 1
AttrPerm     5 3 3 15 8 3 10
Part	67245
EndMobile

#MOBILE
Vnum	17004
Room	20026
Name     Xofidarne cleric~
Short	Xofidarne the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	20038
Name     Muthejulsot baker~
Short	Muthejulsot the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20001
Room	20039
Name     Nuzi bartender~
Short	Nuzi the bartender~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
#OBJECT
Vnum         20001
Condition	50
Values       1 31 20 -1 -1 -1 32729
Spell 1      'refresh'
Spell 2      'hyperactivity'
End

EndMobile

#MOBILE
Vnum	17002
Room	20047
Name     Yuse blacksmith~
Short	Blacksmith Yuse~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17006
Room	20048
Name     Liania fletcher~
Short	Liania the fletcher~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20050
Name     Jalmiinand shopkeeper~
Short	Jalmiinand the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	20102
Name     Tar tailor~
Short	Tailor Tar~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20113
Name     Uxunosetau shopkeeper~
Short	Uxunosetau the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17002
Room	20179
Name     Polefatha blacksmith~
Short	Blacksmith Polefatha~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20002
Room	20180
Name     Fachekorj dealer~
Short	Fachekorj the dealer~
Gold 0
Flags 71303171
AttrPerm     100 13 13 100 100 13 13
Part	64
EndMobile

#MOBILE
Vnum	20002
Room	20181
Name     Andar dealer~
Short	Andar the dealer~
Gold 0
Flags 71303171
AttrPerm     100 13 13 100 100 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20182
Name     Nuhothiva shopkeeper~
Short	Nuhothiva the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	20005
Room	20190
Name     Otekanienk weaponsmith~
Short	Otekanienk, the weaponsmith~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	20004
Room	20191
Name     Xexerchox marksman~
Short	Xexerchox the marksman~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20192
Name     Sahethe shopkeeper~
Short	Sahethe the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20195
Name     Thel shopkeeper~
Short	Thel the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17009
Room	17071
Name     Jeewhamo innkeeper~
Short	Jeewhamo the innkeeper~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	0
EndMobile

#MOBILE
Vnum	17004
Room	17079
Name     Xeperihu cleric~
Short	Xeperihu the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17002
Room	17080
Name     Detananop blacksmith~
Short	Blacksmith Detananop~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	17081
Name     Eruthabun tailor~
Short	Tailor Eruthabun~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	17082
Name     Someldherch baker~
Short	Someldherch the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	17084
Name     Mame shopkeeper~
Short	Mame the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
#OBJECT
Vnum         20029
Condition	50
Values       20 20 10 0 254 0 32729
End

EndMobile

#MOBILE
Vnum	20005
Room	17094
Name     Dih weaponsmith~
Short	Dih, the weaponsmith~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17004
Room	20026
Name     Liho cleric~
Short	Liho the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	20038
Name     Hoxa baker~
Short	Hoxa the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20001
Room	20039
Name     Anithun bartender~
Short	Anithun the bartender~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
#OBJECT
Vnum         20001
Condition	50
Values       1 31 20 -1 -1 -1 32678
Spell 1      'refresh'
Spell 2      'hyperactivity'
End

EndMobile

#MOBILE
Vnum	17002
Room	20047
Name     Tanejeleh blacksmith~
Short	Blacksmith Tanejeleh~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17006
Room	20048
Name     Bahude fletcher~
Short	Bahude the fletcher~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20050
Name     Gunewmorth shopkeeper~
Short	Gunewmorth the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	20102
Name     Hirnonom tailor~
Short	Tailor Hirnonom~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20113
Name     Resahaza shopkeeper~
Short	Resahaza the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17002
Room	20179
Name     Xiokuytha blacksmith~
Short	Blacksmith Xiokuytha~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20002
Room	20180
Name     Ijebente dealer~
Short	Ijebente the dealer~
Gold 0
Flags 71303171
AttrPerm     100 13 13 100 100 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20182
Name     Boh shopkeeper~
Short	Boh the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	20005
Room	20190
Name     Nanerney weaponsmith~
Short	Nanerney, the weaponsmith~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	20004
Room	20191
Name     Chozirto marksman~
Short	Chozirto the marksman~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20192
Name     Ideexido shopkeeper~
Short	Ideexido the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20195
Name     Jonanol shopkeeper~
Short	Jonanol the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17009
Room	17071
Name     Bil innkeeper~
Short	Bil the innkeeper~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	0
EndMobile

#MOBILE
Vnum	17004
Room	17079
Name     Behi cleric~
Short	Behi the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17002
Room	17080
Name     Nekoameozeba blacksmith~
Short	Blacksmith Nekoameozeba~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17005
Room	17081
Name     Loxager tailor~
Short	Tailor Loxager~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	17082
Name     Galmbarxe baker~
Short	Galmbarxe the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	17084
Name     Sinkido shopkeeper~
Short	Sinkido the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
#OBJECT
Vnum         20029
Condition	50
Values       20 20 10 0 253 0 32678
End

EndMobile

#MOBILE
Vnum	17004
Room	20026
Name     Seselfos cleric~
Short	Seselfos the cleric~
Gold 0
Flags 72352771
AttrPerm     13 100 100 13 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17001
Room	20038
Name     Dinogoenge baker~
Short	Dinogoenge the baker~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	20001
Room	20039
Name     Dafandik bartender~
Short	Dafandik the bartender~
Gold 0
Flags 71303171
AttrPerm     100 100 100 100 100 100 100
Part	64
#OBJECT
Vnum         20001
Condition	50
Values       1 31 20 -1 -1 -1 32636
Spell 1      'refresh'
Spell 2      'hyperactivity'
End

EndMobile

#MOBILE
Vnum	17002
Room	20047
Name     Oni blacksmith~
Short	Blacksmith Oni~
Gold 0
Flags 71303171
AttrPerm     23 23 23 23 23 23 23
Part	64
EndMobile

#MOBILE
Vnum	17006
Room	20048
Name     Niydesh fletcher~
Short	Niydesh the fletcher~
Gold 0
Flags 71303171
AttrPerm     13 13 13 25 13 13 13
Part	64
EndMobile

#MOBILE
Vnum	17003
Room	20050
Name     Sufindi shopkeeper~
Short	Sufindi the shopkeeper~
Gold 0
Flags 71303171
AttrPerm     13 100 100 100 13 13 13
Part	64
EndMobile

